CODIGO 174,DESCRIÇÃO 174,UND 174,QUANT 174,,
CODIGO 175,DESCRIÇÃO 175,UND 175,QUANT 175,,
CODIGO 176,DESCRIÇÃO 176,UND 176,QUANT 176,,
CODIGO 177,DESCRIÇÃO 177,UND 177,QUANT 177,,
CODIGO 178,DESCRIÇÃO 178,UND 178,QUANT 178,,
CODIGO 179,DESCRIÇÃO 179,UND 179,QUANT 179,,
CODIGO 180,DESCRIÇÃO 180,UND 180,QUANT 180,,
CODIGO 181,DESCRIÇÃO 181,UND 181,QUANT 181,,
CODIGO 182,DESCRIÇÃO 182,UND 182,QUANT 182,,
CODIGO 183,DESCRIÇÃO 183,UND 183,QUANT 183,,
CODIGO 184,DESCRIÇÃO 184,UND 184,QUANT 184,,
CODIGO 185,DESCRIÇÃO 185,UND 185,QUANT 185,,
CODIGO 186,DESCRIÇÃO 186,UND 186,QUANT 186,,
CODIGO 187,DESCRIÇÃO 187,UND 187,QUANT 187,,
CODIGO 188,DESCRIÇÃO 188,UND 188,QUANT 188,,
CODIGO 189,DESCRIÇÃO 189,UND 189,QUANT 189,,
CODIGO 190,DESCRIÇÃO 190,UND 190,QUANT 190,,
CODIGO 191,DESCRIÇÃO 191,UND 191,QUANT 191,,
CODIGO 192,DESCRIÇÃO 192,UND 192,QUANT 192,,
CODIGO 193,DESCRIÇÃO 193,UND 193,QUANT 193,,
CODIGO 194,DESCRIÇÃO 194,UND 194,QUANT 194,,
CODIGO 195,DESCRIÇÃO 195,UND 195,QUANT 195,,
CODIGO 196,DESCRIÇÃO 196,UND 196,QUANT 196,,
CODIGO 197,DESCRIÇÃO 197,UND 197,QUANT 197,,
CODIGO 198,DESCRIÇÃO 198,UND 198,QUANT 198,,
CODIGO 199,DESCRIÇÃO 199,UND 199,QUANT 199,,
CODIGO 200,DESCRIÇÃO 200,UND 200,QUANT 200,,
,,,,,
,,,"21.198,50 ",,
